Percentage of BAU,Emission Cap,Permit Price,Outputs,Emissions,Profits
0.101010101010101,226.3077907626497,145.51915228366852,"(8.46174829437667, 3.4074557442614934, 3.0921771174958157, 28.106708588140673, 30.4095240666544, 29.942381496283975, 58.27496483396731, 58.28511319024317, 58.486156908460934)","(2.0009999979999993, 1.0009999989999998, 1.0009999989999998, 22.881555446164345, 6.000999994000001, 24.351291546128373, 55.089895397847, 56.0291785393292, 56.18634927830717)","(466.257336928163, 116.590196401827, 127.635591655759, 607.863260172080, 2086.25030706329, 654.148430851037, 1668.13545523126, 1587.34707073898, 1598.75134890377)"
0.1111111111111111,248.93856983891465,143.2454155292362,"(8.46174829437667, 3.4074557442614934, 3.0921771174958157, 33.98122398334298, 33.98122398334298, 36.20056566813436, 59.43736457955958, 59.56654619486953, 59.222091375008816)","(2.0009999979999993, 1.0009999989999998, 1.0009999989999998, 28.75607084136665, 9.57269991068858, 30.60947571797876, 56.25229514343927, 57.310611543821466, 56.92228374485505)","(468.883105358866, 118.091441154257, 129.208522468345, 633.132703894403, 2061.52155226821, 681.006487817358, 1727.35479278838, 1651.81245603297, 1656.34594311229)"
0.1212121212121212,271.56934891517955,140.5169314239174,"(8.46174829437667, 4.407455743261494, 3.0921771174958157, 41.08356010355162, 41.08356010355162, 41.08356010355162, 61.100953922302935, 60.69026078513096, 60.572758010719994)","(2.0009999979999993, 2.000999998, 1.0009999989999998, 36.025372145253975, 17.905883321713553, 35.49247015339602, 57.9948224232651, 58.434326134082895, 58.27295038056623)","(471.187852647119, 121.420925319097, 130.786821732009, 672.166280647138, 2049.37449881903, 710.920693588515, 1811.79876519516, 1719.53069986394, 1729.58064891933)"
0.1313131313131313,294.20012799144456,137.78844731859863,"(8.46174829437667, 4.407455743261494, 3.0921771174958157, 46.62520889213733, 46.62520889213733, 49.67034178667835, 62.05795701294513, 62.12075878141649, 62.399471963518145)","(2.0009999979999993, 2.000999998, 1.0009999989999998, 41.567020933839686, 23.447532110299264, 44.07925183652275, 58.951825513907295, 59.864824130368426, 60.09966433336438)","(474.338774763964, 125.678054714345, 132.674338707113, 710.697520432485, 2038.48916755430, 762.642007847598, 1870.40520121616, 1797.65104890494, 1813.74454925822)"
0.1414141414141414,316.8309070677095,135.05996321327984,"(8.46174829437667, 4.407455743261494, 3.0921771174958157, 56.370236927754746, 52.9143547912282, 52.9143547912282, 63.634967268975785, 63.551968598605676, 63.511383878988205)","(2.0009999979999993, 2.000999998, 1.0009999989999998, 51.3120489694571, 29.736678009390133, 47.50865592817155, 60.52883576993795, 61.33974441689675, 61.21157624883444)","(477.489696880808, 129.935184109592, 134.561855682217, 781.206604795675, 2040.65476791168, 798.320886393404, 1957.18796975974, 1882.77278269672, 1883.43124389389)"
0.1515151515151515,339.4616861439745,132.78622645884752,"(8.46174829437667, 4.407455743261494, 4.092177116495815, 60.05182554182782, 60.05182554182782, 60.05182554182782, 64.49842885015605, 64.68037279512755, 64.55531186925425)","(2.0009999979999993, 2.000999998, 2.0009999979999993, 54.99363758353017, 36.87414875998975, 54.64612667877117, 61.39229735086604, 62.468148613418634, 62.30105750960202)","(479.269290482920, 133.042046365080, 137.069411179931, 811.739150310907, 2048.90981891735, 846.978451031760, 2012.34215511645, 1947.38938757642, 1955.78001921613)"
0.1616161616161616,362.0924652202394,130.5124897044152,"(8.46174829437667, 4.407455743261494, 4.092177116495815, 63.9738617073243, 63.9738617073243, 68.15205021430171, 65.74126233029943, 65.67385198876094, 65.80372643373377)","(2.0009999979999993, 2.000999998, 2.0009999979999993, 59.077304374672266, 41.96496421907151, 62.74635135124507, 62.71211296505487, 63.461627807052025, 63.54947207383871)","(481.895058913624, 136.589654194453, 140.688705069460, 859.613394082958, 2057.51065755329, 920.522068299067, 2084.50598606146, 2011.82272907687, 2022.29253682020)"
0.1717171717171717,384.7232442965045,128.23875294998288,"(8.46174829437667, 4.407455743261494, 4.052523030010587, 68.15205021430171, 72.60311987306747, 72.60311987306747, 66.71070921819415, 66.84813358908633, 66.89899222907077)","(2.0009999979999993, 2.000999998, 2.000999998, 63.25549288164967, 50.59422238481468, 67.19742101001083, 63.68155985294959, 64.63590940737741, 64.64473786932994)","(484.554381634196, 140.154739386948, 144.309226087198, 904.825745681951, 2094.25041049717, 968.256469854303, 2146.72042860073, 2084.94477322858, 2092.13499846114)"
0.1818181818181818,407.35402337276935,125.05552149377765,"(8.46174829437667, 4.407455743261494, 4.052523030010587, 77.34489251697599, 77.34489251697599, 77.34489251697599, 68.23070369037411, 68.34484522699799, 68.37738165389506)","(2.0009999979999993, 2.000999998, 2.000999998, 72.44833518432395, 55.3359950287232, 72.11843706736511, 65.20155432512955, 66.1754845262559, 66.12312729431258)","(488.230457437181, 145.121390348070, 149.388860346086, 1041.53883210618, 2146.05750459524, 1073.14291292635, 2245.00810177940, 2183.44735515456, 2190.70547430614)"
0.1919191919191919,429.9848024490343,122.78178473934533,"(9.461748293376672, 4.407455743261494, 4.052523030010587, 82.39635477786521, 82.39635477786521, 82.39635477786521, 69.0200744536137, 69.53599260786896, 69.54280002768368)","(3.000999997000001, 2.000999998, 2.000999998, 77.65626328688944, 61.49729952023108, 77.16989932825433, 65.99092508852482, 67.36663190712687, 67.33319686602091)","(491.585583438984, 148.228252603557, 152.611918228410, 1123.90410508128, 2190.63593469234, 1154.75362305662, 2302.06935561753, 2263.00601995002, 2267.15368406686)"
0.202020202020202,452.6155815252993,120.05330063402651,"(9.461748293376672, 4.407455743261494, 4.052523030010587, 87.7777321537076, 87.7777321537076, 93.51057233111973, 70.40484692302643, 70.62337694051996, 70.84388224011252)","(3.000999997000001, 2.000999998, 2.000999998, 83.03764066273183, 66.87867689607347, 88.28411688150885, 67.4507718012058, 68.45401623977787, 68.63427907853745)","(497.192141248160, 152.485381998805, 156.965890450314, 1192.95177472808, 2215.59452942135, 1274.31513676643, 2397.21417663002, 2342.25832219745, 2357.21168731103)"
0.2121212121212121,475.2463606015642,117.32481652870774,"(9.461748293376672, 4.407455743261494, 4.052523030010587, 93.51057233111973, 99.61782917811763, 93.51057233111973, 71.59099395940451, 72.06463724406684, 72.00847316418908)","(3.000999997000001, 2.000999998, 2.000999998, 88.77048084014396, 78.7187739204835, 88.28411688150885, 68.63691883782076, 69.89527654332475, 69.79887000284387)","(502.798699057335, 156.742511394052, 161.319862672217, 1309.91903826950, 2348.79779246350, 1338.11429938737, 2488.27304442840, 2441.65971286295, 2443.49634817929)"
0.2222222222222222,497.8771396778292,114.59633242338896,"(9.461748293376672, 5.407455742261494, 4.052523030010587, 99.61782917811763, 99.61782917811763, 106.1239559454304, 73.02297710977402, 72.77247905246949, 73.478224746568)","(3.000999997000001, 3.000999997, 2.000999998, 94.87773768714186, 79.77265032611233, 101.0708006406108, 70.06890198820878, 70.64515125661177, 71.26862158499293)","(507.459082038120, 161.078547876616, 165.268582591525, 1429.03510806429, 2364.70772596366, 1525.32032840093, 2577.75947474518, 2521.01443189527, 2546.22487151593)"
0.2323232323232323,520.5079187540942,112.7773430198431,"(10.46174829237667, 5.407455742261494, 5.052523029010587, 106.1239559454304, 106.1239559454304, 106.1239559454304, 73.81376495476161, 73.92000631988687, 74.08367502388576)","(4.000999995999999, 3.000999997, 3.000999997, 101.53533006471322, 86.27877709342509, 101.0708006406108, 70.93290290897193, 71.79267852402914, 71.91783885203695)","(510.569487410809, 164.472233454298, 167.930338121479, 1534.83801409571, 2442.85409026079, 1561.42394412180, 2636.60351801390, 2585.34172731430, 2598.93421805209)"
0.2424242424242424,543.1386978303591,109.59411156363784,"(11.46174829137667, 6.407455741261493, 5.092719849008757, 113.05500315245426, 113.05500315245426, 113.05500315245426, 75.55608647957503, 75.53193545337516, 75.19852987246115)","(5.000999994999999, 4.000999995999999, 3.0411968169981707, 108.46637727173709, 93.20982430044896, 108.00184784763466, 72.67522443378535, 73.40460765751743, 73.03269370061234)","(519.158560173153, 172.212405026344, 174.894123186025, 1703.45115949050, 2562.90224102619, 1728.55832725318, 2760.38145227098, 2705.38497943588, 2692.71700327942)"
0.2525252525252525,565.7694769066242,107.32037480920552,"(12.461748290376672, 8.448103572958985, 8.052523026010586, 120.43872269922272, 120.43872269922272, 120.43872269922272, 64.24935119141587, 71.61141549352884, 79.70903991879902)","(6.000999993999999, 6.041647827697492, 6.000999993999999, 115.85009681850555, 101.59427591153634, 115.55312205626836, 61.27012574893111, 69.46975346385102, 77.50548808520271)","(522.782825507484, 178.462683217077, 181.531330267732, 1774.76239605227, 2600.41781892283, 1799.07968990453, 2979.69473496962, 3123.76866313097, 3381.68937769055)"
0.2626262626262626,588.4002559828891,106.4108801074326,"(13.46174828937667, 10.2138231807529, 9.587644335365333, 120.43872269922272, 120.43872269922272, 120.43872269922272, 76.76809140782778, 76.764510701913, 76.88584168287127)","(7.000999992999999, 7.887164120665118, 7.536121303354746, 115.85009681850555, 101.59427591153633, 115.55312205626835, 73.8872293620381, 74.67840133046914, 74.72000551102246)","(523.388219155010, 181.609434851801, 184.485971038662, 1874.65052629942, 2687.34035558567, 1898.69772317886, 2861.00703049542, 2810.42246674994, 2818.23869043122)"
0.2727272727272727,611.0310350591541,101.86340659856796,"(20.484632507880853, 20.484632507880853, 21.822500669461256, 128.30467989301465, 136.68436915929485, 136.68436915929485, 7.270761003380961, 6.355376872091504, 159.58913792229126)","(14.18861518393948, 18.157973447793072, 19.809880219356685, 123.8626797315249, 117.83992237160845, 131.79876851634046, 4.00478863150755, 4.009397309163216, 157.4662020411798)","(525.571019172742, 204.184193264040, 211.555231404932, 1991.35472049878, 2848.10345907599, 2122.93807214915, 657.959188171657, 557.115862411684, 10183.9564512975)"
0.2828282828282829,633.661814135419,101.86340659856796,"(20.484632507880853, 20.484632507880853, 21.822500669461256, 128.30467989301465, 136.68436915929485, 136.68436915929485, 7.270761003380961, 6.355376872091504, 159.58913792229126)","(14.18861518393948, 18.157973447793072, 19.809880219356685, 123.8626797315249, 117.83992237160845, 131.79876851634046, 4.00478863150755, 4.009397309163216, 157.4662020411798)","(525.571019172742, 204.184193264040, 211.555231404932, 1991.35472049878, 2848.10345907599, 2122.93807214915, 657.959188171657, 557.115862411684, 10183.9564512975)"
0.2929292929292929,656.2925932116839,101.86340659856796,"(20.484632507880853, 20.484632507880853, 21.822500669461256, 128.30467989301465, 136.68436915929485, 136.68436915929485, 7.270761003380961, 6.355376872091504, 159.58913792229126)","(14.18861518393948, 18.157973447793072, 19.809880219356685, 123.8626797315249, 117.83992237160845, 131.79876851634046, 4.00478863150755, 4.009397309163216, 157.4662020411798)","(525.571019172742, 204.184193264040, 211.555231404932, 1991.35472049878, 2848.10345907599, 2122.93807214915, 657.959188171657, 557.115862411684, 10183.9564512975)"
0.303030303030303,678.923372287949,100.0444171950221,"(24.766079242393324, 24.766079242393324, 24.766079242393324, 136.68436915929485, 136.68436915929485, 136.68436915929485, 79.5533404808461, 79.63028264129579, 79.62645146649527)","(18.47006191845195, 22.439420182305543, 22.753458792288754, 132.2423689978051, 118.7901909107824, 131.96076757395423, 76.74387702378593, 77.54417326985194, 77.50351558538384)","(535.119759004753, 220.791434688044, 225.976049294105, 2214.39275998596, 2936.55751878300, 2235.88476016088, 3086.05022113577, 3044.24580716874, 3047.83999664188)"
0.3131313131313131,701.5541513642139,98.68017514236271,"(28.106708588140673, 28.106708588140673, 28.106708588140673, 145.6113425005262, 136.68436915929485, 136.68436915929485, 80.33171242499667, 80.2551193840774, 80.06631647443982)","(21.8106912641993, 25.857200397232198, 26.094088138036106, 141.16934233903646, 118.7901909107824, 131.96076757395423, 77.52224896793649, 78.20942973764343, 77.94338059332838)","(541.407538353595, 232.444804345630, 238.038387654029, 2391.61627262182, 2967.27479248470, 2284.56988840426, 3147.05963061986, 3097.89354430284, 3090.60729608242)"
0.3232323232323232,724.1849304404789,97.7706804405898,"(29.942381496283975, 29.942381496283975, 29.942381496283975, 136.68436915929485, 145.6113425005262, 145.6113425005262, 80.81810429854367, 80.09640751494031, 80.76389950258704)","(23.6463641723426, 27.6928733053755, 27.929761046179408, 132.38430947854897, 127.71716425201376, 140.8877409151856, 78.0086408414835, 78.05071786850635, 78.6409636214756)","(548.791385136464, 243.485227304514, 249.292191383657, 2255.55693047745, 3074.97864523329, 2404.25222534149, 3184.67030580982, 3100.12437244114, 3141.68598259640)"
0.3333333333333333,746.8157095167438,95.95169103704391,"(33.98122398334298, 33.98122398334298, 33.98122398334298, 145.6113425005262, 145.6113425005262, 145.6113425005262, 81.14905551730308, 81.36318650474949, 81.52715641407012)","(27.845737936962408, 31.731715792434503, 31.968603533238408, 141.31128281978033, 127.71716425201376, 140.8877409151856, 78.40922164410809, 79.31749685831554, 79.44627065832432)","(564.077805650272, 266.074862242920, 272.309393632320, 2497.26873416491, 3164.06468193809, 2517.29540143519, 3227.26095602860, 3199.34362419414, 3209.50839822185)"
0.3434343434343435,769.4464885930089,94.58744898438454,"(36.20056566813436, 36.20056566813436, 38.56485545816618, 145.6113425005262, 145.6113425005262, 155.12134484087642, 81.97166726008255, 82.48807936524297, 81.65963568969418)","(30.065079365079367, 33.95105747722589, 36.55223500806161, 141.31128281978033, 128.6195131344339, 150.3977432555358, 79.23183338688754, 80.442389718809, 79.57874993394839)","(575.167021746943, 282.452178527539, 297.936236822006, 2541.64265206757, 3189.89705001477, 2708.56815427133, 3292.38748433067, 3255.15779024806, 3232.11668765222)"
0.3535353535353536,792.0772676692739,93.22320693172514,"(41.08356010355162, 38.56485545816618, 41.08356010355162, 155.12134484087642, 155.12134484087642, 155.12134484087642, 82.62821751620831, 82.52607441473236, 82.4038880766859)","(34.94807405717105, 36.31534726725771, 39.10910439841292, 150.82128516013057, 138.1295154747841, 150.55437033248592, 79.8883836430133, 80.4803847682984, 80.3230023209401)","(595.578283143534, 298.000377289398, 315.062819334725, 2589.25404651723, 3220.19383695406, 2608.22992844615, 3348.37790810972, 3300.08514786472, 3302.59213399398)"
0.3636363636363636,814.7080467455387,87.31149137020111,"(52.9143547912282, 52.9143547912282, 52.9143547912282, 165.25245376608015, 165.25245376608015, 165.25245376608015, 7.267013457373799, 6.301508841358116, 171.79051594259917)","(46.93530683077662, 50.73943882507092, 50.9398990860895, 161.08979903841788, 149.11747009362216, 160.68547925768965, 4.000999995999999, 4.000999995999999, 169.75084637889972)","(687.623683989292, 423.220556838127, 431.428169252063, 3141.14398453300, 3697.50005155193, 3158.02262542351, 670.517737903348, 575.207615995206, 12330.9146184333)"
0.3737373737373737,837.3388258218037,87.31149137020111,"(52.9143547912282, 52.9143547912282, 52.9143547912282, 165.25245376608015, 165.25245376608015, 165.25245376608015, 7.267013457373799, 6.301508841358116, 171.79051594259917)","(46.93530683077662, 50.73943882507092, 50.9398990860895, 161.08979903841788, 149.11747009362216, 160.68547925768965, 4.000999995999999, 4.000999995999999, 169.75084637889972)","(687.623683989292, 423.220556838127, 431.428169252063, 3141.14398453300, 3697.50005155193, 3158.02262542351, 670.517737903348, 575.207615995206, 12330.9146184333)"
0.3838383838383838,859.9696048980686,87.31149137020111,"(52.9143547912282, 52.9143547912282, 52.9143547912282, 165.25245376608015, 165.25245376608015, 165.25245376608015, 7.267013457373799, 6.301508841358116, 171.79051594259917)","(46.93530683077662, 50.73943882507092, 50.9398990860895, 161.08979903841788, 149.11747009362216, 160.68547925768965, 4.000999995999999, 4.000999995999999, 169.75084637889972)","(687.623683989292, 423.220556838127, 431.428169252063, 3141.14398453300, 3697.50005155193, 3158.02262542351, 670.517737903348, 575.207615995206, 12330.9146184333)"
0.393939393939394,882.6003839743337,87.31149137020111,"(52.9143547912282, 52.9143547912282, 52.9143547912282, 165.25245376608015, 165.25245376608015, 165.25245376608015, 7.267013457373799, 6.301508841358116, 171.79051594259917)","(46.93530683077662, 50.73943882507092, 50.9398990860895, 161.08979903841788, 149.11747009362216, 160.68547925768965, 4.000999995999999, 4.000999995999999, 169.75084637889972)","(687.623683989292, 423.220556838127, 431.428169252063, 3141.14398453300, 3697.50005155193, 3158.02262542351, 670.517737903348, 575.207615995206, 12330.9146184333)"
0.4040404040404041,905.2311630505986,85.94724931754172,"(56.370236927754746, 56.370236927754746, 56.370236927754746, 176.04523429126368, 165.25245376608015, 176.04523429126368, 85.70148275158387, 85.56489032095475, 85.67326840019254)","(50.391188967303165, 54.19532096159747, 54.433221568293625, 171.8825795636014, 149.11747009362216, 171.6296930170842, 83.02955279438603, 83.55883717732188, 83.63359883649309)","(709.406623304876, 450.189158459161, 458.709748663411, 3172.26155446494, 3532.95346475412, 3188.77517168898, 3630.41922692580, 3589.04090938066, 3590.57290802642)"
0.4141414141414142,927.8619421268636,84.12825991399586,"(60.05182554182782, 60.05182554182782, 60.05182554182782, 176.04523429126368, 176.04523429126368, 176.04523429126368, 86.69208122553724, 86.36227968350092, 86.20859120773329)","(54.072777581376236, 57.949028011308656, 58.114810182366696, 172.01559416382443, 159.9102506188057, 171.6296930170842, 84.0201512683394, 84.39509499654382, 84.16892164403384)","(751.639495852489, 499.417428432525, 508.291097819447, 3278.95522546060, 3797.14656342027, 3294.95478621384, 3718.90873730202, 3662.45852945697, 3653.02226429820)"
0.4242424242424242,950.4927212031284,82.76401786133647,"(63.9738617073243, 63.9738617073243, 63.9738617073243, 176.04523429126368, 176.04523429126368, 176.04523429126368, 86.87768598836097, 86.93668550862903, 86.99648710901641)","(57.99481374687272, 61.87106417680514, 62.03684634786318, 172.01559416382443, 159.9102506188057, 171.6296930170842, 84.2719767862959, 84.96950082167193, 84.99721694660474)","(771.350322996650, 524.413392241354, 533.512853997744, 3501.61771714256, 4003.29443637623, 3517.09081532325, 3747.75866435440, 3717.12134724800, 3724.06771121033)"
0.4343434343434343,973.1235002793936,81.39977580867708,"(63.9738617073243, 68.15205021430171, 68.15205021430171, 176.04523429126368, 187.54290076821835, 176.04523429126368, 87.49011974713605, 87.44658470672913, 87.56891889798842)","(58.14726300842757, 66.04925268378256, 66.2150348548406, 172.01559416382443, 172.22155455074972, 171.6296930170842, 84.88441054507098, 85.47940001977203, 85.56964873557675)","(788.417582771590, 574.680921801807, 584.006223080502, 3521.86926995070, 4223.16283311816, 3536.81590555883, 3800.05804470315, 3771.47193975408, 3780.46552508135)"
0.4444444444444445,995.7542793556584,80.03553375601768,"(68.15205021430171, 68.15205021430171, 72.60311987306747, 187.54290076821835, 187.54290076821835, 187.54290076821835, 87.81596857963457, 88.11247571018438, 88.22357063940866)","(62.32545151540498, 66.04925268378256, 70.70283585782003, 183.5132606407791, 172.22155455074972, 183.27377107356799, 85.2102593775695, 86.14529102322729, 86.22430047699699)","(833.386360114245, 596.680336989629, 637.743625396492, 3543.25744076544, 4014.06087998467, 3557.81090578079, 3845.45750797289, 3833.41710704014, 3842.63387197951)"
0.4545454545454546,1018.3850584319234,77.76179700158536,"(77.34489251697599, 72.60311987306747, 77.34489251697599, 187.54290076821835, 187.54290076821835, 187.54290076821835, 89.00813695482411, 89.22737127032369, 88.88026303551791)","(71.51829381807926, 70.57004903023243, 75.44460850172855, 183.64202438066516, 172.22155455074972, 183.27377107356799, 86.40242775275904, 87.29830244715089, 86.88099287310624)","(901.276734336187, 638.583925036301, 683.054398992515, 3939.28580031421, 4384.32619914670, 3953.20605586870, 3951.06911690301, 3921.44706349934, 3918.82054880473)"
0.4646464646464647,1041.0158375081885,76.39755494892597,"(77.34489251697599, 77.34489251697599, 77.34489251697599, 187.54290076821835, 187.54290076821835, 199.79148991589773, 89.39122468024559, 89.6292541109269, 89.70006614722674)","(71.51829381807926, 75.31182167414094, 75.44460850172855, 183.64202438066516, 172.99416302753815, 195.52236022124737, 86.85009456610751, 87.7001852877541, 87.74039537402825)","(951.618093255948, 728.645804693569, 738.752201515686, 3947.31168310714, 4377.47393667870, 4204.90025369786, 4006.18877154615, 3986.37058570970, 3990.56516227238)"
0.4747474747474748,1063.646616584453,75.48806024715304,"(77.34489251697599, 82.39635477786521, 82.39635477786521, 187.54290076821835, 199.79148991589773, 199.79148991589773, 89.86221497456417, 89.5544159020057, 90.23661237251397)","(71.66685592551829, 80.36328393503017, 80.49607076261778, 183.64202438066516, 185.24275217521753, 195.52236022124737, 87.32108486032381, 87.6253470788329, 88.27694159931549)","(931.586352141236, 751.605679563400, 761.832627330668, 3876.09107366662, 4536.32011866950, 4128.92495180207, 4044.88740136733, 4021.56427026711, 4044.36697614972)"
0.4848484848484848,1086.2773956607182,73.66907084360719,"(82.39635477786521, 87.7777321537076, 82.39635477786521, 199.79148991589773, 199.79148991589773, 199.79148991589773, 90.54323621776511, 90.63705487758456, 90.81439385935191)","(76.71831818640752, 85.74466131087256, 80.53210545017542, 195.89061352834455, 185.24275217521753, 195.66391776426445, 88.00210610356788, 88.70798605441176, 88.85472308615343)","(1009.82678577163, 842.258876759523, 807.318655413668, 4209.27765756277, 4610.38740428785, 4221.90156138518, 4118.89077317249, 4101.98991487797, 4109.62864133386)"
0.494949494949495,1108.9081747369833,72.75957614183426,"(82.39635477786521, 87.7777321537076, 87.7777321537076, 199.79148991589773, 199.79148991589773, 199.79148991589773, 90.8838524027599, 91.01623692112473, 91.19396077608475)","(76.71831818640752, 85.8120755709349, 85.91348282601781, 196.01526325105638, 185.24275217521753, 195.66391776426445, 88.34272228861553, 89.08716809795193, 89.23429000288627)","(1027.76719693417, 865.071543827008, 875.660313249555, 4378.35922056886, 4769.77924085616, 4390.77139284301, 4153.25184601562, 4137.61408360360, 4149.53350390098)"
0.5050505050505051,1131.5389538132483,71.39533408917487,"(93.51057233111973, 87.7777321537076, 87.7777321537076, 199.79148991589773, 199.79148991589773, 212.84004515168886, 91.77627557866438, 91.37385642272977, 91.65528988168784)","(87.83253573966203, 85.8120755709349, 85.91348282601781, 196.01526325105638, 185.976401305796, 208.71247300005558, 89.23514546452002, 89.48216544208117, 89.69561910848935)","(1127.83858292351, 872.606897448987, 883.334010913362, 4371.44425886286, 4748.81503328598, 4656.51121434180, 4235.00953611978, 4192.14584358558, 4201.92675875228)"
